時間戳記,分析對象,您/對方的星座,耐性,脾氣暴躁,幼稚,頑固,心思細膩,保守,冷靜,樂觀,活潑,公正,優柔寡斷,強勢,浪漫,過度理想化,斤斤計較,心機重,完美主義,愛計仇,與眾不同,愛面子,有魅力,正義感,重視友情,專情,愛哭,顧家,體貼,情緒化,口才,創意,對表單有什麼建議或想法嗎？,潔癖
2017/12/30 上午 12:53:02,我本人,巨蟹座,5,4,5,2,3,2,4,2,5,3,4,1,4,4,2,3,2,1,3,3,4,4,4,4,5,4,4,5,4,3,,3
2017/12/30 上午 12:53:33,我本人,摩羯座,3,3,3,3,3,2,3,2,4,4,4,3,4,3,3,2,2,2,3,2,3,3,4,4,3,3,4,5,3,3,,3
2017/12/30 上午 12:53:44,我本人,獅子座,2,3,2,4,3,3,4,4,4,3,5,4,2,2,3,2,3,3,4,4,2,3,4,4,4,3,3,4,3,2,,2
2017/12/30 上午 12:53:47,我本人,摩羯座,4,3,3,3,4,3,4,3,3,3,4,3,2,3,2,3,3,2,4,3,3,4,4,4,3,3,5,3,3,3,沒有,4
2017/12/30 上午 12:53:49,我本人,獅子座,3,2,4,5,3,2,3,5,5,3,4,4,3,2,2,2,4,1,4,5,3,4,5,5,1,2,4,2,3,4,很有趣,3
2017/12/30 上午 12:53:55,我本人,射手座,2,2,3,3,2,3,3,2,2,3,4,3,2,3,4,2,2,3,3,3,2,2,4,4,4,2,2,4,2,2,,2
2017/12/30 上午 12:54:06,我本人,雙子座,5,3,3,3,3,2,3,2,4,3,4,3,3,2,3,2,3,2,4,2,3,5,4,3,4,2,5,3,2,3,,4
2017/12/30 上午 12:54:09,我本人,水瓶座,4,3,2,3,1,2,4,3,3,4,1,3,3,1,2,3,4,2,4,4,1,5,5,5,3,4,4,3,5,4,,4
2017/12/30 上午 12:54:14,我本人,雙魚座,2,2,4,4,3,4,4,3,2,2,5,4,3,4,4,4,5,4,4,3,2,3,5,4,4,2,3,5,2,2,,2
2017/12/30 上午 12:54:16,我本人,巨蟹座,3,3,5,4,5,3,3,3,3,2,3,3,3,3,3,2,4,2,3,4,3,4,4,5,4,4,4,4,2,3,,4
2017/12/30 上午 12:54:17,我本人,天蠍座,4,3,4,4,3,4,3,3,3,4,4,2,3,3,4,3,2,4,3,4,4,4,4,5,4,3,3,4,2,4,,2
2017/12/30 上午 12:54:26,我本人,處女座,4,3,3,3,4,3,4,3,3,4,5,4,2,2,2,2,4,3,4,5,3,4,4,4,5,4,4,4,3,4,,4
2017/12/30 上午 12:54:33,我本人,雙魚座,3,3,2,3,5,3,4,2,4,3,4,4,3,3,3,4,3,3,3,4,3,3,3,2,4,3,4,4,3,2,,4
2017/12/30 上午 12:54:34,我本人,水瓶座,3,4,2,3,3,3,3,3,4,4,4,4,3,3,3,2,2,3,4,4,3,4,5,5,5,4,4,5,4,4,,2
2017/12/30 上午 12:54:41,我本人,天蠍座,2,3,3,1,5,5,4,5,3,4,5,4,3,3,4,3,5,5,4,5,3,5,3,5,5,3,4,1,3,5,,5
2017/12/30 上午 12:54:44,我本人,射手座,3,4,3,4,5,2,3,5,5,3,5,5,3,5,3,3,5,5,5,5,3,3,4,5,1,5,5,5,3,3,,4
2017/12/30 上午 12:54:45,我本人,雙魚座,5,3,5,3,5,1,2,1,5,4,5,1,5,5,1,1,4,1,4,3,4,5,5,4,5,4,5,5,5,4,加油喔～,2
2017/12/30 上午 12:54:54,我本人,射手座,4,3,4,4,3,3,2,4,4,4,5,2,2,3,3,1,4,2,3,1,4,4,4,5,4,3,4,3,4,3,,4
2017/12/30 上午 12:54:58,我本人,牡羊座,2,5,3,4,4,3,1,2,4,5,5,4,2,3,2,3,4,2,4,5,3,3,2,4,5,4,3,5,4,4,加油！,4
2017/12/30 上午 12:54:58,我本人,天蠍座,4,1,3,1,5,4,5,1,1,4,5,1,3,3,4,2,3,4,2,5,4,3,3,5,4,4,1,3,2,1,,4
2017/12/30 上午 12:55:03,我本人,獅子座,2,4,2,3,4,2,2,3,4,3,3,4,4,2,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,,4
2017/12/30 上午 12:55:05,我本人,摩羯座,5,4,4,5,4,4,4,2,3,4,4,3,2,1,3,3,5,4,3,5,3,3,4,5,5,4,4,4,5,3,,4
2017/12/30 上午 12:55:05,我本人,雙子座,2,4,2,2,5,2,4,1,3,3,5,3,4,4,2,4,4,4,5,5,2,3,2,5,2,2,2,5,4,5,,3
2017/12/30 上午 12:55:08,我本人,天蠍座,3,3,4,3,5,2,4,5,4,4,3,1,4,3,3,2,4,4,5,2,4,4,4,3,5,4,4,5,4,4,,3
2017/12/30 上午 12:55:10,我本人,天秤座,4,3,3,3,2,4,3,3,3,4,3,2,3,3,3,4,3,5,3,4,3,4,4,5,2,4,3,3,3,3,,3
2017/12/30 上午 12:55:11,我本人,摩羯座,4,2,2,4,3,4,4,2,2,4,2,2,2,2,3,2,3,2,4,3,2,2,4,4,3,4,2,3,4,3,,4
2017/12/30 上午 12:55:15,他人,巨蟹座,4,1,4,2,4,3,3,4,4,3,3,4,3,2,1,1,1,1,5,1,5,5,5,5,3,3,3,2,4,4,,2
2017/12/30 上午 12:55:15,我本人,天蠍座,2,4,3,3,3,2,4,3,4,3,2,4,3,3,2,3,4,3,4,3,3,4,4,4,5,4,4,4,4,3,,3
2017/12/30 上午 12:55:16,我本人,水瓶座,2,3,5,2,4,5,2,5,5,4,5,4,4,5,3,1,3,1,5,3,3,5,5,5,4,3,3,3,3,4,水瓶女孩很可愛❤️徵男友嘍哈哈哈哈,4
2017/12/30 上午 12:55:23,我本人,天秤座,3,3,4,2,3,3,4,3,3,4,4,3,3,3,3,2,3,3,3,4,3,4,4,4,5,5,3,4,3,3,,3
2017/12/30 上午 12:55:27,我本人,射手座,2,4,4,2,4,2,3,2,4,4,3,4,4,2,2,1,3,1,4,4,1,4,3,5,4,4,5,4,2,3,,3
2017/12/30 上午 12:55:33,我本人,雙魚座,3,1,4,3,4,2,4,1,3,1,5,1,5,4,2,1,3,2,4,4,5,5,4,5,5,1,5,4,2,2,,3
2017/12/30 上午 12:55:34,我本人,射手座,3,3,4,2,3,2,2,4,4,2,2,4,3,2,2,4,3,2,3,2,4,4,5,3,4,4,3,4,4,4,,3
2017/12/30 上午 12:55:37,我本人,水瓶座,3,2,3,2,3,2,4,2,4,3,4,3,3,3,2,2,3,5,5,4,3,5,5,4,3,4,4,3,4,4,,4
2017/12/30 上午 12:55:42,我本人,金牛座,4,1,4,1,3,2,5,1,4,4,2,3,1,5,1,4,1,3,5,4,3,2,4,5,1,1,3,2,4,5,,4
2017/12/30 上午 12:55:50,我本人,獅子座,1,3,3,4,3,3,3,2,3,4,4,4,3,3,2,1,4,1,5,5,4,4,5,4,2,5,4,3,4,4,,4
2017/12/30 上午 12:55:55,我本人,天秤座,2,4,2,2,2,3,1,3,4,3,4,2,2,1,1,1,4,2,3,3,4,4,4,4,3,2,3,3,4,3,,3
2017/12/30 上午 12:55:59,我本人,天蠍座,5,5,2,3,5,2,5,3,3,5,5,4,3,2,5,4,5,5,3,5,3,5,5,5,3,3,5,2,2,1,辛苦你們了,3
2017/12/30 上午 12:56:02,我本人,天秤座,2,4,2,2,2,3,1,3,4,3,4,2,2,1,1,1,4,2,3,3,4,4,4,4,3,2,3,3,4,3,,3
2017/12/30 上午 12:56:05,我本人,巨蟹座,4,3,2,4,5,4,4,1,2,5,4,3,5,4,3,2,4,2,5,3,4,5,4,4,2,4,5,4,2,4,,3
2017/12/30 上午 12:56:09,我本人,牡羊座,2,4,5,3,4,2,2,3,4,4,4,3,4,4,2,1,1,1,2,4,3,4,4,5,5,3,3,4,4,5,,2
2017/12/30 上午 12:56:18,我本人,獅子座,2,4,4,3,3,3,2,4,3,4,4,4,3,3,2,4,4,3,4,4,5,4,4,4,2,4,4,4,3,3,,4
2017/12/30 上午 12:56:30,我本人,天蠍座,3,3,5,4,3,3,2,3,3,3,2,4,3,3,3,3,3,2,4,5,3,3,3,3,2,4,4,4,2,3,,3
2017/12/30 上午 12:56:30,我本人,巨蟹座,5,5,1,1,5,5,3,1,1,5,5,5,5,1,3,5,5,2,5,5,5,5,2,5,5,5,5,5,2,2,,4
2017/12/30 上午 12:56:35,我本人,天秤座,3,4,4,4,2,3,1,4,3,3,4,3,4,3,3,3,2,2,4,3,2,4,4,4,5,4,3,5,3,4,,2
2017/12/30 上午 12:56:50,我本人,金牛座,5,3,3,5,5,3,4,1,5,3,1,5,3,3,1,1,2,3,5,3,3,3,5,5,5,3,5,3,3,3,,3
2017/12/30 上午 12:56:52,我本人,處女座,4,3,3,2,2,2,2,4,4,3,3,2,2,2,2,1,1,1,4,3,3,4,4,4,3,3,3,3,3,3,,3
2017/12/30 上午 12:56:55,我本人,金牛座,2,3,2,5,4,4,5,4,1,5,5,4,4,2,4,1,4,2,4,5,4,3,4,5,1,4,4,4,2,2,,4
2017/12/30 上午 12:57:06,我本人,獅子座,4,3,3,2,4,2,3,4,4,4,3,4,4,2,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,,3
2017/12/30 上午 12:57:12,他人,摩羯座,4,3,5,3,5,3,3,4,5,3,2,4,4,4,3,1,2,2,4,3,3,4,2,5,2,4,5,3,3,3,,3
2017/12/30 上午 12:57:13,他人,牡羊座,4,2,4,2,1,1,4,5,5,3,4,1,1,2,1,1,1,1,2,1,1,3,4,5,1,3,1,3,4,2,,2
2017/12/30 上午 12:57:15,我本人,處女座,4,1,2,3,4,1,3,4,4,4,5,3,3,2,2,2,2,3,4,2,5,4,5,4,4,1,2,2,4,4,,2
2017/12/30 上午 12:57:25,我本人,雙魚座,3,3,2,2,4,2,3,4,3,3,4,2,4,4,2,2,3,2,3,3,4,4,5,5,4,4,5,4,4,3,,3
2017/12/30 上午 12:57:25,我本人,牡羊座,2,4,2,4,2,4,1,2,3,3,4,4,4,4,3,2,4,1,4,4,3,4,4,5,1,4,4,4,4,4,,4
2017/12/30 上午 12:57:28,我本人,射手座,2,4,5,2,1,3,2,5,4,3,4,4,4,5,2,2,1,1,1,3,4,5,4,2,4,3,4,5,4,4,,1
2017/12/30 上午 12:57:35,我本人,獅子座,3,4,4,4,4,3,3,2,3,4,4,4,2,2,4,4,4,4,3,4,3,4,4,4,4,5,4,4,4,3,,2
2017/12/30 上午 12:57:50,我本人,水瓶座,3,2,1,2,3,2,5,4,5,5,2,5,3,2,1,1,3,1,5,3,3,3,5,5,2,4,3,2,5,5,,3
2017/12/30 上午 12:57:51,我本人,牡羊座,3,4,3,2,4,4,2,4,3,4,2,3,2,3,4,2,2,2,2,4,3,4,4,4,2,4,3,2,4,4,,2
2017/12/30 上午 12:57:53,我本人,摩羯座,3,4,3,4,3,3,3,3,3,3,5,2,2,4,5,3,3,2,2,3,3,3,5,3,3,5,3,5,2,2,,4
2017/12/30 上午 12:57:59,我本人,巨蟹座,3,4,2,4,4,3,2,1,2,2,3,3,4,2,3,4,3,2,4,5,1,3,3,4,5,4,2,5,3,2,,2
2017/12/30 上午 12:58:05,我本人,天秤座,4,2,4,3,3,3,4,2,2,4,5,2,4,5,4,3,4,4,3,5,3,4,5,2,2,2,3,3,3,3,,4
2017/12/30 上午 12:58:09,我本人,牡羊座,3,2,4,3,3,4,3,3,3,3,5,2,2,3,3,1,3,2,3,4,2,4,5,4,5,5,4,2,2,2,,2
2017/12/30 上午 12:58:09,我本人,雙魚座,4,3,4,2,4,5,2,1,4,3,4,3,1,3,5,4,4,3,5,3,3,5,4,4,5,3,4,5,3,4,,3
2017/12/30 上午 12:58:13,我本人,雙魚座,3,2,2,4,5,4,4,2,4,4,5,4,1,2,3,3,5,5,4,5,4,5,5,5,5,5,4,4,4,2,,4
2017/12/30 上午 12:58:28,他人,雙魚座,3,2,3,3,3,3,2,4,4,3,3,3,4,3,3,2,3,3,3,4,4,3,3,2,1,2,3,3,3,3,,3
2017/12/30 上午 12:58:28,我本人,處女座,3,3,3,3,4,4,3,3,4,3,3,5,4,2,3,1,4,2,3,5,3,4,5,4,2,4,4,3,3,3,,3
2017/12/30 上午 12:58:33,我本人,巨蟹座,3,4,2,3,4,3,3,2,4,3,4,3,2,4,3,2,2,4,4,4,2,4,3,4,2,4,4,5,3,4,,3
2017/12/30 上午 12:58:36,我本人,牡羊座,3,4,3,3,3,4,3,4,4,3,2,4,3,2,3,3,4,2,4,4,2,4,4,4,5,5,3,3,4,4,,4
2017/12/30 上午 12:58:39,我本人,獅子座,2,3,4,4,2,4,3,5,5,5,3,4,4,4,2,2,2,2,3,5,4,5,4,4,1,4,4,3,4,3,,4
2017/12/30 上午 12:58:40,我本人,處女座,2,4,1,2,4,3,3,4,3,4,1,2,3,1,2,3,4,3,4,4,4,4,4,4,3,4,4,4,4,3,,4
2017/12/30 上午 12:58:42,我本人,獅子座,3,3,2,1,4,2,3,5,5,2,4,3,3,4,1,2,1,1,3,3,3,4,5,5,2,4,5,3,3,4,,1
2017/12/30 上午 12:58:43,我本人,射手座,5,1,3,3,4,4,4,5,5,4,5,2,3,2,4,4,5,1,4,2,2,4,4,5,1,5,5,2,2,5,,2
2017/12/30 上午 12:58:53,我本人,射手座,1,3,1,1,3,1,5,3,4,4,2,5,3,2,3,3,5,4,5,3,4,4,2,3,1,3,3,4,4,4,,5
2017/12/30 上午 12:58:54,我本人,天蠍座,3,3,2,4,4,3,4,2,3,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,凹嗚,4
2017/12/30 上午 12:58:54,我本人,獅子座,2,4,3,3,3,3,2,4,2,3,3,4,4,4,2,3,1,3,4,4,3,4,5,4,3,5,4,4,3,3,,2
2017/12/30 上午 12:59:01,我本人,獅子座,4,3,4,2,3,4,4,2,3,5,4,1,4,3,1,2,2,4,3,5,3,4,5,4,1,3,4,3,2,2,,3
2017/12/30 上午 12:59:02,我本人,金牛座,2,4,4,4,1,1,1,2,4,2,3,4,4,5,3,2,4,2,3,4,2,4,4,4,4,4,4,4,2,3,,3
2017/12/30 上午 12:59:07,我本人,獅子座,4,5,2,1,5,1,3,5,4,4,3,5,2,2,3,2,5,5,5,5,3,4,4,4,1,3,4,3,5,5,,2
2017/12/30 上午 12:59:12,我本人,牡羊座,2,4,4,4,4,3,2,3,4,3,4,4,2,2,1,2,5,1,3,5,3,5,5,4,5,3,3,3,3,4,,4
2017/12/30 上午 12:59:21,我本人,天秤座,2,4,2,3,3,2,3,5,4,3,5,4,4,3,2,2,2,2,4,3,4,4,5,4,4,3,4,4,3,4,,2
2017/12/30 上午 12:59:22,我本人,水瓶座,2,4,3,3,2,4,4,2,2,4,4,4,1,2,3,3,2,4,3,4,1,4,4,5,2,2,2,2,1,4,,4
2017/12/30 上午 12:59:32,我本人,金牛座,5,3,2,5,5,2,3,1,2,3,4,3,3,1,3,2,4,2,3,3,4,5,5,5,5,2,3,5,4,4,,3
2017/12/30 上午 12:59:33,我本人,射手座,3,2,3,3,4,3,3,4,3,3,5,3,5,4,3,2,4,3,3,4,4,4,5,4,2,5,5,2,2,4,,3
2017/12/30 上午 12:59:34,我本人,摩羯座,5,3,4,3,5,2,2,1,4,2,5,3,4,5,3,2,4,5,3,3,4,4,5,5,4,4,5,4,2,2,,4
2017/12/30 上午 12:59:36,我本人,天秤座,2,2,3,4,3,3,4,4,4,4,3,4,3,2,3,2,4,3,3,2,2,5,4,4,3,4,4,3,3,4,,4
2017/12/30 上午 12:59:42,我本人,雙魚座,5,3,4,3,5,4,2,1,3,4,5,2,5,4,3,2,3,2,3,3,4,4,4,5,5,5,4,5,2,4,,5
2017/12/30 上午 12:59:44,我本人,雙魚座,2,5,4,3,4,5,3,1,2,1,5,3,2,5,3,2,2,4,4,5,5,4,5,5,5,4,5,4,1,4,,4
2017/12/30 上午 12:59:51,我本人,牡羊座,3,4,4,3,3,2,4,4,4,3,3,4,3,3,2,2,2,2,3,5,4,4,4,5,3,4,4,5,4,4,,2
2017/12/30 上午 12:59:51,我本人,雙子座,5,2,2,2,4,2,3,3,4,3,3,3,4,2,3,2,2,3,4,3,5,3,5,5,3,3,4,2,4,4,,3
2017/12/30 上午 12:59:53,我本人,處女座,4,2,3,3,4,2,3,2,4,3,4,3,4,4,4,3,4,4,4,3,3,5,4,5,5,3,4,3,3,2,,4
2017/12/30 上午 1:00:06,我本人,獅子座,4,2,3,3,4,2,3,4,5,5,4,3,2,2,2,1,3,2,4,5,3,5,5,5,4,5,3,3,3,3,,4
2017/12/30 上午 1:00:08,我本人,牡羊座,2,4,2,4,3,2,3,4,3,3,3,4,2,2,2,3,3,2,3,4,2,3,4,4,3,3,3,2,2,4,,2
2017/12/30 上午 1:00:12,我本人,水瓶座,3,2,3,1,4,1,5,5,3,4,4,2,1,2,1,4,1,1,5,5,5,2,5,2,1,1,2,5,1,5,,3
2017/12/30 上午 1:00:13,我本人,獅子座,4,2,3,3,4,2,3,4,5,5,4,3,2,2,2,1,3,2,4,5,3,5,5,5,4,5,3,3,3,3,,4
2017/12/30 上午 1:00:14,我本人,射手座,2,3,5,5,2,4,2,4,4,4,2,4,4,3,1,1,4,1,5,4,4,5,5,4,4,3,5,4,5,5,,4
2017/12/30 上午 1:00:19,我本人,天秤座,3,3,5,3,4,4,3,2,4,4,5,4,4,3,3,2,4,4,3,5,4,3,5,5,5,5,4,4,3,3,,4
2017/12/30 上午 1:00:28,我本人,摩羯座,1,4,3,4,3,1,3,1,3,2,5,5,2,3,2,3,4,5,5,3,3,3,4,5,5,3,3,5,4,3,,3
2017/12/30 上午 1:00:35,我本人,射手座,2,4,4,2,3,3,2,3,3,4,4,2,3,4,3,3,5,3,3,5,3,4,4,3,4,4,3,4,2,3,,2
2017/12/30 上午 1:00:42,我本人,天蠍座,2,5,4,4,4,1,3,5,4,4,5,3,5,4,4,5,5,4,5,3,5,5,4,4,5,4,5,5,5,5,,3
2017/12/30 上午 1:00:48,我本人,獅子座,2,4,4,5,5,1,2,1,1,4,5,3,5,4,3,3,3,2,2,5,4,4,5,4,5,5,5,5,4,2,,4
2017/12/30 上午 1:00:51,我本人,水瓶座,2,3,3,4,4,4,4,1,2,2,4,3,3,4,3,3,3,2,3,3,1,3,3,4,3,4,3,4,2,2,,3
2017/12/30 上午 1:00:54,我本人,天秤座,4,4,2,4,2,2,2,4,3,3,5,3,2,3,4,1,3,2,3,3,3,3,4,5,2,4,3,4,2,3,,3
2017/12/30 上午 1:00:54,我本人,處女座,2,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,4,4,3,4,3,3,4,4,3,3,4,3,3,3,無,3
2017/12/30 上午 1:01:02,我本人,雙魚座,3,3,4,4,3,3,3,5,4,2,3,2,3,4,3,1,2,4,3,5,2,4,4,3,4,4,3,4,4,1,,3
2017/12/30 上午 1:01:05,我本人,天秤座,4,4,2,4,4,3,3,3,3,3,5,4,3,3,2,2,4,2,4,4,2,4,4,5,2,3,4,3,4,3,,4
2017/12/30 上午 1:01:13,我本人,雙魚座,5,2,2,2,4,3,3,3,4,4,5,2,1,4,1,3,3,2,3,3,5,4,5,4,5,4,5,4,4,4,,2
2017/12/30 上午 1:01:57,我本人,摩羯座,4,4,3,4,3,3,4,2,2,5,4,5,2,1,4,2,4,4,3,4,2,3,4,4,4,4,2,5,3,1,,3
2017/12/30 上午 1:01:57,我本人,獅子座,3,3,2,2,4,3,4,2,3,4,3,3,3,3,3,4,3,4,3,5,3,3,4,3,4,4,4,4,4,2,,3
2017/12/30 上午 1:02:02,我本人,巨蟹座,4,2,4,3,5,4,3,2,2,3,5,2,3,3,3,3,2,3,3,4,3,3,4,4,5,5,4,4,3,3,,4
2017/12/30 上午 1:02:04,我本人,雙魚座,3,3,4,3,3,4,3,3,3,2,5,2,3,2,3,2,4,3,3,4,3,3,3,3,2,3,4,5,3,3,,4
2017/12/30 上午 1:02:04,我本人,獅子座,3,2,3,3,2,4,4,4,4,4,4,4,4,2,2,1,3,2,3,5,3,4,5,5,5,5,4,2,4,3,,3
2017/12/30 上午 1:02:05,我本人,牡羊座,1,5,3,4,4,4,2,5,5,4,2,5,3,3,2,1,3,2,4,4,3,4,5,5,4,4,3,4,5,4,,3
2017/12/30 上午 1:02:08,我本人,雙魚座,2,4,4,4,5,3,2,1,1,3,5,3,4,4,4,4,5,2,4,5,3,4,2,5,5,4,4,5,3,5,,4
2017/12/30 上午 1:02:09,我本人,天蠍座,3,4,2,1,4,3,4,1,3,3,3,4,2,2,3,4,3,4,3,3,4,3,4,5,3,4,2,3,4,4,,3
2017/12/30 上午 1:02:10,我本人,天蠍座,5,5,2,5,5,5,5,1,2,5,2,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,,5
2017/12/30 上午 1:02:11,我本人,獅子座,3,2,4,4,5,3,5,2,2,4,4,3,4,3,3,4,5,2,4,5,3,5,3,5,5,5,5,4,5,5,,5
2017/12/30 上午 1:02:20,我本人,巨蟹座,4,3,4,3,3,3,2,5,5,3,4,2,4,4,3,4,2,2,3,4,3,3,4,5,4,3,4,4,3,3,沒,2
2017/12/30 上午 1:02:25,我本人,摩羯座,5,4,3,4,5,4,3,2,3,4,3,3,1,2,2,2,5,2,4,4,2,4,5,4,2,3,4,5,2,4,,3
2017/12/30 上午 1:02:28,他人,天秤座,3,3,5,1,5,2,4,1,3,4,4,3,2,1,3,1,4,3,4,4,4,3,3,5,3,5,5,3,4,3,,4
2017/12/30 上午 1:02:30,我本人,雙魚座,4,2,4,1,1,3,2,4,4,3,5,1,3,4,2,3,1,1,2,1,3,4,5,5,4,3,3,3,2,1,,4
2017/12/30 上午 1:02:31,我本人,金牛座,4,2,3,3,4,3,3,3,3,3,3,3,2,2,4,2,4,3,3,3,3,3,4,3,3,3,4,3,3,3,,4
2017/12/30 上午 1:02:37,我本人,處女座,4,3,3,3,3,3,3,4,4,3,3,3,4,3,2,3,3,3,4,4,4,4,3,4,4,3,4,3,3,4,,3
2017/12/30 上午 1:02:41,我本人,獅子座,3,3,4,5,3,3,2,3,3,3,5,2,4,3,3,3,2,3,2,5,3,3,5,3,5,4,3,3,2,3,,2
2017/12/30 上午 1:02:42,他人,雙魚座,4,2,3,4,5,3,4,2,3,4,1,1,2,2,2,5,1,4,3,2,4,5,3,2,1,5,5,5,2,4,,3
2017/12/30 上午 1:02:42,我本人,雙魚座,3,3,4,3,3,4,3,3,3,2,5,2,3,2,3,2,4,3,3,4,3,3,3,3,2,3,4,5,3,3,,4
2017/12/30 上午 1:02:45,我本人,巨蟹座,2,4,4,4,3,3,2,2,3,3,2,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,3,4,3,3,,3
2017/12/30 上午 1:02:51,我本人,雙魚座,3,3,4,3,3,4,3,3,3,2,5,2,3,2,3,2,4,3,3,4,3,3,3,3,2,3,4,5,3,3,,4
2017/12/30 上午 1:02:58,他人,處女座,3,3,3,3,2,3,4,3,3,4,2,4,3,2,4,3,2,4,4,5,5,3,3,3,2,3,4,5,5,5,,3
2017/12/30 上午 1:03:11,我本人,摩羯座,2,2,1,3,4,4,4,4,4,4,3,3,4,3,2,4,3,4,4,5,3,4,4,4,1,4,4,2,4,4,,2
2017/12/30 上午 1:03:03,我本人,雙魚座,4,3,3,3,3,1,4,1,5,3,4,1,5,5,1,3,3,1,2,3,3,2,5,5,5,2,5,5,4,3,,3
2017/12/30 上午 1:03:27,我本人,處女座,2,3,2,3,4,3,3,4,4,4,5,4,3,4,1,1,3,3,5,4,4,4,5,5,4,4,4,4,5,4,沒有，加油💪 辛苦囉😁,2
2017/12/30 上午 1:03:28,我本人,巨蟹座,5,2,3,3,4,4,3,3,4,3,4,1,4,4,2,2,4,2,3,3,3,4,4,3,2,3,4,3,3,4,,4
2017/12/30 上午 1:03:36,我本人,雙魚座,2,3,4,1,5,1,2,2,3,2,5,2,4,5,3,4,3,4,4,5,3,4,4,4,5,3,4,4,2,5,,1
2017/12/30 上午 1:03:37,我本人,射手座,1,4,3,4,2,3,2,4,4,3,4,4,3,4,3,2,2,1,3,3,3,4,4,4,5,3,3,4,3,2,,2
2017/12/30 上午 1:03:38,我本人,射手座,4,2,3,3,2,5,4,4,3,3,4,3,2,3,2,1,1,2,3,3,2,3,4,3,1,4,3,2,2,1,無,3
2017/12/30 上午 1:03:48,我本人,巨蟹座,4,2,4,3,5,5,2,2,3,3,4,2,2,4,3,1,1,2,3,3,3,3,4,4,5,5,5,5,4,3,,3
2017/12/30 上午 1:03:50,我本人,巨蟹座,3,2,3,1,3,4,5,4,3,4,4,2,2,3,3,2,1,2,3,2,3,3,4,4,3,4,3,4,3,1,,3
2017/12/30 上午 1:03:58,我本人,牡羊座,1,4,3,2,4,3,2,3,4,3,4,4,4,4,3,2,1,3,3,5,3,4,3,4,5,2,4,4,3,1,,4
2017/12/30 上午 1:04:01,我本人,金牛座,2,3,4,4,4,4,3,3,3,2,4,4,5,5,4,3,3,4,3,3,3,3,3,5,3,3,4,4,4,5,希望以後可以統整出每個星座的分析文章☺,2
2017/12/30 上午 1:04:06,我本人,巨蟹座,3,3,3,4,4,4,2,2,3,4,4,2,4,4,3,3,2,4,3,4,3,3,4,4,4,4,4,2,2,3,,2
2017/12/30 上午 1:04:06,我本人,射手座,1,4,3,3,2,2,2,2,3,3,5,4,4,4,3,2,1,1,3,4,4,3,4,4,5,5,4,5,2,2,,2
2017/12/30 上午 1:04:08,我本人,水瓶座,4,2,4,4,3,2,2,3,3,3,5,3,2,3,3,2,2,1,4,3,4,4,5,5,3,5,3,4,3,5,,2
2017/12/30 上午 1:04:09,我本人,天蠍座,4,2,1,2,3,2,5,4,3,4,1,4,4,1,3,4,4,4,4,5,2,5,4,4,1,5,4,5,5,5,,2
2017/12/30 上午 1:04:22,我本人,摩羯座,4,4,3,4,5,5,5,3,3,3,4,3,3,3,2,3,3,2,3,4,3,3,5,5,5,4,4,5,2,3,,3
2017/12/30 上午 1:04:29,我本人,水瓶座,3,4,4,4,3,1,3,4,5,4,5,2,3,5,1,2,2,4,5,4,4,5,5,5,5,3,5,4,5,5,,3
2017/12/30 上午 1:04:40,我本人,射手座,2,4,2,1,4,3,3,4,4,4,3,3,4,2,2,2,1,2,3,3,3,4,5,3,3,4,4,3,4,4,,3
2017/12/30 上午 1:04:40,我本人,雙魚座,3,3,2,1,4,3,2,5,5,4,3,2,4,4,3,1,2,2,3,4,2,4,4,4,5,4,4,3,4,4,,3
2017/12/30 上午 1:04:40,我本人,天蠍座,1,2,5,3,3,3,4,3,2,3,2,3,3,3,2,2,3,3,3,4,2,3,3,5,4,3,4,3,3,3,,2
2017/12/30 上午 1:04:45,我本人,獅子座,2,3,4,2,2,3,2,1,4,4,4,4,2,2,2,2,1,4,4,4,4,4,5,5,5,5,4,4,4,3,,3
2017/12/30 上午 1:04:49,我本人,雙魚座,3,2,2,3,5,4,1,2,4,5,5,2,5,3,2,1,4,1,4,2,4,4,4,5,5,4,5,4,3,4,,4
2017/12/30 上午 1:04:55,我本人,處女座,4,3,2,4,4,2,5,1,3,4,5,5,2,1,4,3,5,4,4,4,4,3,5,5,4,5,2,5,4,4,,5
2017/12/30 上午 1:05:01,我本人,天蠍座,1,1,1,5,5,5,5,5,3,5,1,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,,5
2017/12/30 上午 1:05:06,我本人,雙魚座,4,2,3,4,4,4,3,3,2,3,4,2,4,3,2,2,5,2,3,3,2,3,4,5,4,4,4,3,2,2,,4
2017/12/30 上午 1:05:06,我本人,雙魚座,3,2,4,4,4,4,1,4,4,3,5,2,5,5,3,1,1,1,4,4,5,5,5,4,5,5,5,5,3,2,,2
